공원,소재지,섹터,제목,언론사,보도일,링크,수집질의
한려해상,경남·전남,탐방시설,한려해상국립공원 마을 13가구에 태양광 패널 설치,거제타임즈,2026-08-13,https://news.google.com/rss/articles/CBMicEFVX3lxTE9UdHJHQlJGVzJuSUV1NXczN3B5aWhsekRWeUhKQTZJYVcyaGt4MmlHRkVGODVsd0o5WFBCcDFjMXBIZlhsNC1YeV9WQW8wYXcwS0Jhd204cVRISi14VDZaMXJtT3lLU0duOGdQVXhJVWs?oc=5,한려해상 국립공원
한려해상,경남·전남,자원보전,한려해상국립공원서 멸종위기 ‘둔한진총산호’ 신규 서식지 발견,거제타임즈,2026-08-13,https://news.google.com/rss/articles/CBMicEFVX3lxTE5iRlNRdXRzS3BOMDE5dFBtWnZ4a2c3cDVaLTVkbkhKSXZ3UHdHSGlzMEUtUDgya2JwV01BTS1XbXhsaHI1bXVGRFZsVFRRLWNlUE5ub3ZPbFJYajc2aHhBOW5PQk1JWU92TkhWeU0zX0s?oc=5,한려해상 국립공원
한라산,제주,기타,"한라산국립공원의 샘터, 마셔도 될까? 수질검사 모두 '적합'",미디어제주,2026-08-13,https://news.google.com/rss/articles/CBMibEFVX3lxTE1zcEJheUlGYkctSHdhQ1VHZjZWY3FfTjZvVVpua29xY1ozc2Z2ekxrN1VuSkEyeHFnVkhIUExyaDl0TmF0Uk9USF9hQmFJWkF3dGp4aDc4eFBIZHNFaGsxa2c1TEo3a2tDa3duNNIBcEFVX3lxTFBxWTYza1BsZ2pCeVRyMkZzQnI1R2g2cFZIT0UyMXJLZmwyUDIxMFoyMEU1dmszc3dPU0ViSDBmMDVwUk43Tjk3ODdkMnZwMFRmelpyT1RWSVlNMzlFWFRhSTlmRmpURVVXaGhUTkstSEU?oc=5,한라산 국립공원
한라산,제주,기타,"절물·한라산국립공원 4곳, 상반기 수질검사 모두 ‘적합’",뉴스제주,2026-08-13,https://news.google.com/rss/articles/CBMia0FVX3lxTE1jQXJ4T0FXbHp6RU8zUFdPZXNjekFQaThNTThqZ093TE1NaFZ1a05GRzB4SHVpU1NzdlVvLTdUQ1pXT0VSQ25zZFctVEdfSEpaZDMzVS1oLURuT1FPTWZ4S1VnSTBIeGY1bWdz?oc=5,한라산 국립공원
한라산,제주,기타,"제주 절물휴양림.한라산 약수터 먹는물 수질, 모두 '양호'",헤드라인제주,2026-08-13,https://news.google.com/rss/articles/CBMic0FVX3lxTE9VUklHbWJYS1JuaGQxUWJlVFNZMmNTZVFyWmdhUGRNbjNpUWhGSG5vQl92Qk1lWDdWOVphRGhrdnB6YWdZYktTZDBJbjNDRmNleEFBUksyR1gxU0hYUUdKbDBKaVpBREZYaDhIYS1CYXhEcFk?oc=5,한라산 국립공원
지리산,전남·전북·경남,기타,[사진뉴스] 지리산 여름 야생화,경남도민일보,2026-08-13,https://news.google.com/rss/articles/CBMiakFVX3lxTE5xc2VxTEgzbGU3SzJTSF9VNGFZSTQ3ZUFSSkhKU25PTEN3YTVucTlrYzVTTmVEU3pHLWZyU3dYM1hZSnNfa0g5R1dmeXlvbzVTcFJsQ0ZnTVVUeThyeFVGZHhZZGhtWkFoZGc?oc=5,지리산 국립공원
지리산,전남·전북·경남,자원보전,"남원보호관찰소, 지리산국립공원서 자연치유 숲 체험",로이슈,2026-08-13,https://news.google.com/rss/articles/CBMieEFVX3lxTE9lNmF1U0hVeWplYXFUZ3lmTFJTbVBicUJsVzFXcFowZUdZR0NZcXI2X3BCZjVNbFZnOE03X3RQbXlvQ2FwOXFVaE4xbVhmZHhvRjZ3ZlBibTVaQlUtR0FqMjhWeTlLNGNtbDQ3ek8xeHlpQXhEOG9GUg?oc=5,지리산 국립공원
속리산,충북·경북,탐방시설,[보은소식]속리산국립공원 체험 프로그램 특허 등록 등,뉴시스,2026-08-13,https://news.google.com/rss/articles/CBMiYEFVX3lxTE85NnByekpfbW1vdnZIcHZiZkw1REVlMmVnVTk2Sk9KWjBJZTJkVTVoNEpXclFhajVxdzhqMHVlakNVVENUMkotVXZBMHN5WDhEMlJSQUF5SHJWUkJiNGFTWNIBeEFVX3lxTFBSTHduQVRhWUR0ZDQxbUF6QnBrRERMUTh4TnlNT2ZLY245Q0g2cVdfMFhnbE1pbmp5UDYtbHpsU014aW5teU1oWnpMWmNWZW9CVGFIRVNIMFdIaDhpTHpJdDktMkwyT1pWNElnTm16aVFtSXpGV2llTg?oc=5,속리산 국립공원
속리산,충북·경북,탐방시설,속리산국립공원 특화 프로그램 (소리로 자연을 Green다) 특허 등록,바끄로뉴스,2026-08-13,https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBRdnFUc1pHTmF0QW5oY3Yxa19hazE5cmM0SmlQNzdmTFlKMjFhYjFBSGx0LVA4ai0yUFB0QmsyQmhUenpzc3JUc0xLdkFnSDZOeVNxemdFalNYS3pyQXVCaVJIVnJTNGM?oc=5,속리산 국립공원
계룡산,대전·충남,자원보전,"계룡산생태탐방원, ‘무인 국립공원숍’ 기념품 현장 구매",중부매일,2026-08-13,https://news.google.com/rss/articles/CBMiakFVX3lxTFBUZ0JjZ3hvWDV4SXpJb3BNazZwVUp0dHVVbVc2Mjg0VEpiajU0NF9nMWRnWk95T2ZLU3FPZl9sazVRRnJRSVF2TDhrWHhyY1UzREhSTkRUYVhnQWFSZFQ5ZlpTTEUycVlhUGfSAW5BVV95cUxPVldJSlM5Ri1WM3lCdUdleENxOVctOUdqRVQ5SnBjMEs2SFE2Ul8takxaRk41UHBnUzVIOWM4UXFhbG1TR3RSTVo0MGx5a0t6cHUyN2g3NTBKdDlBTzdkTEp4WXFoanptelJTODgyZw?oc=5,계룡산 국립공원
(전체·공통),,기타,"거제·통영 국립공원마을, 태양광으로 에너지 자립",GIB 거제인터넷방송,2026-08-13,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1hRVBTMGMxd2tIWms5ZUc3dzRNQlVmS1F2ZGdHUGtJeFNzb2FSS29IMDhWOEFrMk1NdnhHRkdaTWd6Nl9neHNockJHUGdfT3pDZjI5WS1rWjFqQXV5Z0t1ZWFvMmF0X2c?oc=5,한려해상 국립공원
한려해상,경남·전남,탐방시설,"한려해상국립공원, 태양광 발전시설 지원",geojeoneul.com,2026-08-12,https://news.google.com/rss/articles/CBMia0FVX3lxTFBGNnVEcm9XYmhfcDVlbTRTcnltTkRTUDBiOHBSbVBqX1BtbWZwNGpNRC1DcVJLMmpWbTVaYm80dm1CdXVyeVV5YWRPZlowREFnWWxVVUVfRDFNUFJ4LUtMcURXTXJCeERpQzIw?oc=5,한려해상 국립공원 구조
계룡산,대전·충남,행정,"계룡산국립공원·배재대학교, ‘바이탈안전센터 운영 업무협약’ 체결",매일일보,2026-08-12,https://news.google.com/rss/articles/CBMiZEFVX3lxTE1fYlZpNkY2RG1pWFliMUNabC1ONVdVUzdnNHpKWFJzWEk2Uy16LTU3aGlQVWQwZjZQSjRKM3dsSDd4QnhkemJ5YjhfNnJkVkMwZm4wMmh5MGRXTjJyRGpaeGc2dGY?oc=5,계룡산 국립공원
계룡산,대전·충남,자원보전,"계룡산생태탐방원, 무인 ‘국립공원숍 운영’ 개시",특급뉴스,2026-08-12,https://news.google.com/rss/articles/CBMickFVX3lxTFA0MEpyOTNJSkhLS1VfVE9sYUx5dzhlUXFoTWt5bXF4VWVjTzF3eVVUYWMwUmg3ME5vQUN5N1NqQ2dIMVYwcWVRbWR2ZExTTmxtSEJFa2FlY1lIdEUwc1M3RXEwdjlpVmV0cXpRSmQ1alFrdw?oc=5,계룡산 국립공원
계룡산,대전·충남,자원보전,"계룡산생태탐방원, 무인 ‘국립공원숍’ 운영 시작",로컬투데이,2026-08-12,https://news.google.com/rss/articles/CBMicEFVX3lxTFBXVnJPYV9sQW1tQnIxUF9VbWRpU2hYcjF3SVFiZldMWjl1WlNQUEV5N285THdMU205YkxqbExoTWtGOU1JODUyZW0xazN6TG5kQTZFb1FKMmVKREt4UFIzaFoyQmU5SFd4bVlhMEE0YUM?oc=5,계룡산 국립공원
계룡산,대전·충남,자원보전,계룡산생태탐방원 '무인 국립공원숍' 운영 시작,중도일보,2026-08-12,https://news.google.com/rss/articles/CBMibEFVX3lxTFBwSnd0QWFBV0dmTEdIZlJlcElFSWwycURMbGkwSEVqR0gzUzRYbm9HMmllamtXZElJOExack5Ed1BHZE1QaUVWbmRpd0xPblJ1WnZxRldNTzgzNWdnYWQ2VWppSmhGSkV2SDRfUQ?oc=5,계룡산 국립공원 탐방
(전체·공통),,탐방시설,국립공원 탐방할 때 구조요청 기능이 있는 '국립공원 산행정보앱' 꼭 설치하세요!,서울Pn,2026-08-12,https://news.google.com/rss/articles/CBMiiwFBVV95cUxOOF91aFhtSFJBMk1Zc0pIaEdScVlYbmtXNjJDSmRRUkh3TnVTU0liZUtHbVY1N3dVVTgxSVFzMkUyZmlZbXRna2RlOFJ4aElHTU5TT1ZWc2hJNmhvY3d0Wlg0QzloVzRRMGJySlZPdG5JSmc3dk9feEpKT21kSDNsbzhOZEZVWnVjdWRr?oc=5,소백산 국립공원 구조
(전체·공통),,자원보전,"국립공원공단 동부지역본부, 한국남동발전과 지역 아동 위한 생태복지 지원 나서",진주인터넷뉴스,2026-08-12,https://news.google.com/rss/articles/CBMidkFVX3lxTE5oVkRTYkVPTzNRWG1SS0dvTmFPdnZIR2h5Znk1dVdpWTdhNi1CT0IxcFV3em1IZ01UQ0RLNXhVeFBKejU0bHFsU3FTU05HMVJ5WUlhVXdFeFE2aGxkZl9QdUtidUM3MWpqeUZSTl9UaU5sUnlqd3c?oc=5,국립공원공단
(전체·공통),,행정,"국립공원공단, 여름 휴가철 질서 위반행위 집중 관리 나선다",서울Pn,2026-08-12,https://news.google.com/rss/articles/CBMiiwFBVV95cUxPYVdzT0NKZGZmSlFSbTlzenpsM2RYMzRuSTRlcG03SV9ORVVpNlV6VHY1WHRnSF85UFhGYnhRX1FXWXBsQ01Gd29fUzBPWEJZUHZieVhteWdPV2x4TEc4NFJjXzRiY3ZKckpLay1tTFZhMFBoUlRDTzBrZVVFaGliNmdETVN6UXZoSkxz?oc=5,국립공원공단
(전체·공통),,재난안전,[포토] 인도네시아 브로모 화산 국립공원 산불,뉴스1,2026-08-12,https://news.google.com/rss/articles/CBMiS0FVX3lxTFB2MlB4eUtrQlVhRVhkYU1BZ0o1a2h0V3Vpc0Fudm1qMGgzZXlqUF80cmp4SmRMRDI5QVlFd25zTURxOXh4b1NLZEV1cw?oc=5,국립공원 산불
(전체·공통),,자원보전,국립공원 곳곳 무인 카메라… 멸종위기 야생생물도 포착｜D:이슈 Alexandre Carrier (tpKVYahCXt),Mshale,2026-08-12,https://news.google.com/rss/articles/CBMiW0FVX3lxTE84VnVOQU9SaUdFTjRLbFdrZzJRRllnV2pZUjFlanEzNERYNmVvOFYzMk1mbjNiWjYwZzlWTlF5NWJFR1EzMFMtWkhZZk5DZ2RZZE1DOG5tclJZcGM?oc=5,국립공원 멸종위기
한려해상,경남·전남,자원보전,"한려해상생태탐방원, 국립공원 큐레이터 추가 모집",경남대학교 대표,2026-08-11,https://news.google.com/rss/articles/CBMibkFVX3lxTE85R1JyMTVHcmlibDNFYjVSaTdNRi1COUd3OEZQaW52Y1RXN01jYXMtWUg1RUd6Y2xTUzg5ZjAxd19FbUprOFFXQ0xGaFpSeG5MTWd0empqc3JSdUdkdF9Gbnc4RVRMNlRDZ2lRZVBn?oc=5,한려해상 국립공원
팔공산,대구·경북,자원보전,대구 도심에 팔공산을 심다…미션형 생태관광 '팔.도심',뉴시스,2026-08-11,https://news.google.com/rss/articles/CBMiYEFVX3lxTE91ODBocjZ5SGxUUlhlZF90UEEyQzEwZUc1bGxsaTV3dmppWnpnQ1dYUzdSOEQ3WXFxTFc2d0YxLUVGWTZYSWlOZC1kUklORjR1QVJuRWNzSVBmQ0Z3UGVONdIBeEFVX3lxTE9JRnFfdzhMM2xoMC1uOXQ3TkJENjEwSHc0VjhKcE0zYzdIM2dmOHRhUDR2bVl1cldaUndLem0ybjFJWm9UY2YzZHpPMHJEeVNHRVc0Zk84QWpuSTZjdjZhTXA2SE1xZkxHZjhMQ3gzRmJtOEdWLWJ5RQ?oc=5,팔공산 국립공원
팔공산,대구·경북,자원보전,대구 도심에 팔공산을 심다…미션형 생태관광 '팔.도심',네이트,2026-08-11,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9pWWpncDdmRU9iWlBnZUQ5Z1lQMVJhd0FMVTcxalY3MHl5cG84OWRDZDZnNEp0RlpLc3JRbU5TWlM0QkhhSDVYOEFIcm5sMWIyWHhJ?oc=5,팔공산 국립공원 생태
태안해안,충남 태안,자원보전,"태안해안국립공원사무소, 멸종위기 야생생물 닻무늬길앞잡이 인공증식 방사 후 첫 발견",중도일보,2026-08-11,https://news.google.com/rss/articles/CBMiZEFVX3lxTE12THRscDhGLVZpTjBaVDBtSS1USUFCa3NkQV9nd0hCVkRMMzJmNlVad0ROc0JjNWxRTmtKQTB4ZkFTLXM4Q0k0WTFXRmRiVjQ3NWZZbE9OVUFkRzR6dHYxRHFNVEE?oc=5,태안해안 국립공원
지리산,전남·전북·경남,기타,"지리산전남사무소, 대국민 안전문화 확산 활동 전개",ecojournal.co.kr,2026-08-11,https://news.google.com/rss/articles/CBMid0FVX3lxTE5BODlGZXBYLUFYRndlN3d6WjR3Zk4yN25HbnVWSjJBZFVER1dWLVMtTGJuNVlVdzU5dmtSWDJ5Y3V3Zm9WdHl2ZzduNmNHWGFLSHBEejh5NnE0ajlWelhFcW1WdkFEYWVXcmlZODNYWTZ0enVVbFFV?oc=5,지리산 국립공원
주왕산,경북,구조출동,“미처 피지 못한 꽃”…주왕산 실종 초등생 비보에 애도 물결,쿠키뉴스,2026-08-11,https://news.google.com/rss/articles/CBMiY0FVX3lxTE5ZX0VIQWdjb3ZFT0d1TTVrT3hxU2pJeWpSNGJSby04bkl6cWNqaC02VG5DM05BUERnb0M1Y05uOVVDT1o5Z1k0aHpCZW1WbnpzRzQ0MEtiN01veXZHcGhJQ3JzUQ?oc=5,주왕산 국립공원
오대산,강원,기타,"오대산국립공원사무소, 오대산 람사르습지 탐사대 성황리에 운영",원주신문,2026-08-11,https://news.google.com/rss/articles/CBMiaEFVX3lxTFBHSHlIdDV0X3VVb2JlWnNaU3RjcDk1LWhiZ1hua1NQRkZ4V09vbmEwMVNXNC1ORDFmMmczODZqaExseGxmTU53MW5MVUd0UDZYTDN1MWUwZHIwZVhJQ29ZWl9RQzY4ZnRR?oc=5,오대산 국립공원
내장산,전북·전남,탐방시설,"내장산생태탐방원, 자연환경해설사 보수교육 교육생 모집",뉴스21 통신,2026-08-11,https://news.google.com/rss/articles/CBMiVkFVX3lxTE9KNFEwQzFhaUYwSDEzUEN2ZV8ydFliSmNOS1RIQW5jU2RSQ0NuVkZLUVhETGRyZkQwbmY0dEpqYWhuZC16N1M2eTVDcGlZek01bzhOc3NR?oc=5,내장산 국립공원
금정산,부산·경남,기타,"부산 동래구, 금정산 국립공원 연계 지역 경제 활성화 위해 현장 속으로",연합뉴스,2026-08-11,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5nMEhaVTZESkw1a0pxb0Q4YkJwTmRaOXBLZkdmalRJamVIQ1hBcDFtdWxUQ0dtak9yekZpaDdMeXVHSTF0cjN3ZWFFbEVWRU1wTTNPaGNJRVRRdjQ?oc=5,금정산 국립공원
금정산,부산·경남,재난안전,"동래구, 금정산 국립공원 연계 관광 활성화 현장 점검",gukjenews.com,2026-08-11,https://news.google.com/rss/articles/CBMibkFVX3lxTE1rN0VSNm8xSUl3aGlybjlYcEJCQ3BRZkM2Y2JpRmQ0VVZhQ2ppUzYzdW9oZTFjZnNWRnhmMlRRY0xtYmg2MzRhSU9PSkhLWThBQV9GckpUSHJjcDAyQS1EcFNTMzhIYWdVdVRIWFNR?oc=5,금정산 국립공원
계룡산,대전·충남,자원보전,"계룡산생태탐방원, 무인 ‘국립공원숍 운영’ 개시",충남일보,2026-08-11,https://news.google.com/rss/articles/CBMic0FVX3lxTFBpVFlSQmF1Y2RXYi1WaEFNMjFjcVpvdTlRVEZ6d2FpU2RsdFo0cGFGWERrMFJqQ29CeWZCNnlmUkZyc1U5dGVoQmRYeERnTHBWdWpDM0dBcmJMZk9Xa2ZMOHRYOVZCOFA4MmxldmN6X3VGYzg?oc=5,계룡산 국립공원
(전체·공통),,재난안전,인도네시아 브로모텡게르세메루 국립공원 산불 8일째,gukjenews.com,2026-08-11,https://news.google.com/rss/articles/CBMibkFVX3lxTFBVZHlQaVJmVzNQNXZ6dzY4ZkpPMEFuYkZ4dHowc19TVmFNTUJIZjZfeUJBMmp6QnVGU3FGbkVEVjJfVG93NjJmRXlFVVZDT3l4anFCVXdFUVhfa2FyVF9reDRiRU01MTdIcXZEX0xn?oc=5,국립공원 산불
한려해상,경남·전남,자원보전,"한려해상생태탐방원, 국립공원 큐레이터 모집",geojeoneul.com,2026-08-10,https://news.google.com/rss/articles/CBMia0FVX3lxTE9PeGNkVjAyOXI0UmhwMFM1a2owc3hJODJxMzgwbG9rZU1ENmRIWFE3bE1ER1BBSXBjNXZzZllGeGRzdHF2U2UyVHdsN3pOV0FVWlNTcGh1LWdlN0tRZzEtOXJVOU9jc2ZRbDNj?oc=5,국립공원공단
팔공산,대구·경북,탐방시설,"팔공산국립공원동부사무소, ‘팔◦도심’ 프로그램 운영",시사경제신문,2026-08-10,https://news.google.com/rss/articles/CBMiaEFVX3lxTFBTbUI2VDM1X2JjRUphNFhwbEVLSFh1UGJhNjlxaHNySFpCaGdyeURLVmZGSjhJOUZ6RWFHVU1Ob0tFYzU0OWxLQ3dtWUNKT013c3Y3T0VTSExXVDh1UjFnQlRtaW80bG500gFsQVVfeXFMTzNvYV9UZlJZd0pkb05NaVZ2MEluNElwd01OMnFZMGhyekp3cnVpTmVBcURFZlNXcG43ZE1qZmJTbjFxSnlfNEFvNGoxVFN2WXBIQ1AtVHNyNURVOEotRWdIeTJnelhXVENzUzhJ?oc=5,팔공산 국립공원
팔공산,대구·경북,자원보전,팔공산을 대구 도심 속으로… 자율 미션형 생태관광 '팔◦도심' 운영,BBS불교방송,2026-08-10,https://news.google.com/rss/articles/CBMia0FVX3lxTFBPczJnMks5dUdVZUlWY0VwVk9XSDcwbzh6bjVjWWIxdGpQVml3M2R1VTdJMzdoRmh0OG8xc3p1SDAwckRQM19yeV9PMGxORHpjOURSWHNublh3WFRiYlpsclBVMWx4cnZqbHk0?oc=5,팔공산 국립공원
월출산,전남,기타,"우승희 영암군수, 기후에너지환경부 장관 만나 ‘군민발전소·월출산’ 지원 건의",글로벌경제신문,2026-08-10,https://news.google.com/rss/articles/CBMibEFVX3lxTFBJc21GcDNza3Rab0ZmbkxadElScksyd2FYVGc1ZXg2THF1SFpyV2ozTkNmMjlScDBmUEtZcEY4NzlQampOUGdGTFVZbi1qMVhJQi1udXljZDVKbGtVN1l4cm56WHBIbl9yQ1MySNIBcEFVX3lxTE1aaG1yS1Nxc0hQaVp2cFRCd3ZwN0dQMm9rcnJWa3hJN21nQjRNY3MzMndJaDl1LWtiM3ZPekc3VXp5VUI2MHdkMzU5aUItZ05pT0ZWRERaVkF1RW5ZRWVyV3BmazdyUHB0Q1F2X1VqQVk?oc=5,월출산 국립공원
월출산,전남,기타,"영암군, 군민발전소·월출산 등 7건 정부 지원 요청",theleader.co.kr,2026-08-10,https://news.google.com/rss/articles/CBMibEFVX3lxTE14WEtzc05jMnF6NTk3RmJoMi1PS3licVc5T3RyTGFtRW1FRmNhTklTc1BIbkkyS2Q0ekp6dDg1a3hHZGh3QlhDYjl2NUZSSlNmRnRIbTN4UHFrVkR3X3hLRzNXWWxTV01NMWZ4NQ?oc=5,월출산 국립공원 탐방
오대산,강원,기타,"미래세대, 오대산 람사르습지에서 생명의 가치를 만나다",gwnews.org,2026-08-10,https://news.google.com/rss/articles/CBMiaEFVX3lxTFBDNVdlRUZ5YWwzTGdveU5QTlBQRFZxeEhNWUM4UTNpRHJrNVJkYWVWV2ROeDFCaThGV1l6Y2MtbnpRLTNZSGhyU1FaQVpjMGFWT1hLVjdYUkNvdjVtWDlXWTlhQXpGckJh?oc=5,오대산 국립공원
소백산,충북·경북,자원보전,국립공원공단 소백산에 여우 28마리 추가 방사··· 현재 110마리 서식,소년한국일보,2026-08-10,https://news.google.com/rss/articles/CBMibEFVX3lxTE9FZ2psTFR2SmJQVzlvdUdULXB1Qm02ZEZmeXVKejJXNmNkS2F6czlmUzlpTnMzMnJiaVdfcklhdU8tRzQ2b1dnV1dkMWoxQ2k4cmVqNzJEMFVrSktTNGVOWnhGSE9fcXpteG92TdIBcEFVX3lxTE83RFNrbURyZEp1YjZQbU9mQUY5ZTRPTVRabEdFd1hISF9JVm1kX0pKVXVQMzFHTjZqNk9DRVRYcFQzOHEwSGZXWmhZZW42NVc4UEQ3MVJ1WGxXYkJZaUVmdElDa1kyRjYzWks1OUE2MDk?oc=5,소백산 국립공원
소백산,충북·경북,자원보전,여우들아 소백산에서 행복하렴!,kids.donga.com,2026-08-10,https://news.google.com/rss/articles/CBMiaEFVX3lxTFBlLTBKLWZHZHhVMVVjWjJQZTJLdWdyRzdETnNrdENuMXpzNEp4MUZDREUzLWZOYnNvTFhIdklDM0tyODNYOE9tMktpdENRTzc1TENNclRjb2o5VERvT0kwM0JncC16SDdJ?oc=5,소백산 국립공원
무등산,광주·전남,탐방시설,"안도걸 의원, 무등산 탐방안내소 신축 공청회 개최…“시민 의견 담아 탐방거점 조성”",한국시민기자협회 뉴스포털1,2026-08-10,https://news.google.com/rss/articles/CBMidEFVX3lxTE1iY2t6OVlRbXJLazFmenFxaHhMUENfYUR4bFVad0hyUFlJWTZBd2daSURZa3FWYl9CckFhUnpiR0dXaHpCVmdzYS1PNlBrWVFsVC1QX1lHb1RFeXluUnF6a2FHdmZKRURCeVRFRy1yc1FqMlBO0gF3QVVfeXFMT0F3Q3hQTlpIYmdIdUJCQWo4UXd6dU1LLVljV1Jkem5EdFVJcF9uV2JjVzNJQ3J5RlVqeHFyTGx1ZXR3RlM3TC1DeW9GMnBTS1FvQUJLRDhMdEp1RmRzMFd0QXpyWjl5djg3QkNIVlZiM3RteTFXZjA?oc=5,무등산 국립공원 탐방
가야산,경북·경남,행정,"가야산국립공원사무소, 이의철 신임소장 부임",경서신문,2026-08-10,https://news.google.com/rss/articles/CBMiekFVX3lxTE8yUm8xU1FuYmJoV3hqSHdURE56ZkNUMy1IMEFEYV9zQXpsd25mcUtobktXT3JLRjZHTF9yRDJES000NWNvVTFnUHRfczNOQ21mZGhJcDU1bHY0SHdyOGRHRmJtS0JfVUxQdnFoVV8wQVVVajZJN3U2N0Fn?oc=5,가야산 국립공원
(전체·공통),,재난안전,[SDG 9] 국산 위성으로 국립공원 산림 변화 살핀다…구상나무 쇠퇴·산불 피해까지 추적,SDG뉴스,2026-08-10,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9oSV9NWXQtVmRxNjBPYWpTU1k5SVZxWXBOZzBoRTUxNGV0Y0E2czNxbGw1cVhCM0ZwSDJ1WU9jXy1aeW9jWmI0TkotMlpyOGFVZXFFQmpTUGxsMlBWazdpOER2UDBIRlXSAWtBVV95cUxNUzkwTllzSkdaQTB1SXFKZjZJLU1Rb1VtWVBFczd3bWxPZC04YlJoVmQ0WVRHTEVoUjNGbVNyLXBGSWU2dUpGT1pnME1feF8tcWJuVElHaDgzcGRKbGNtV3drSVZwc0dDTjd5QQ?oc=5,지리산 국립공원 생태
(전체·공통),,탐방시설,폐교 살려 국립공원 야영장으로…남해 덕신야영장 ‘성공 안착’,경남일보,2026-08-10,https://news.google.com/rss/articles/CBMia0FVX3lxTFBULXhxaVZET3pSTlYxLWVLODdPNFdMVlF5elplWUk0am9ZN29vLXRUSGJfUFdScUhKb0tGYlBMd3BmT3h2cU9TX3hCMXhLVUN4aFZtbGd0OXM0YU1NVUI2RUR1c1Y4aVJLTnJz?oc=5,한려해상 국립공원
(전체·공통),,기타,국립공원 무더위 쉼터 191곳 운영,월간산,2026-08-10,https://news.google.com/rss/articles/CBMiZkFVX3lxTE9JRks4RVltc3phUjlmQm9Vd25RdHkxSkc1OXQ3Y1JWMHliUXlvWXI2TXBFWFRnSEFKcEJHVXRBTzNKaDZDOVVDVEJHZTc1QzRBaGJhTmVBT09mWHB6Skc4NVRhLTc0QdIBakFVX3lxTFBIRG1paGIxOVdaZm1rYjUtYzNhNVp3T2l5YnZjQ2FrU2E0S0JGbnM0dlRvR2VkdXlHYWVZempNQ3cyQy1IZ2pIRURpckNqOEVPSUNpYkQ1ZmFCZ2hNZTlveXp2R0xSRzY5bHc?oc=5,팔공산 국립공원 탐방
(전체·공통),,자원보전,"국립공원공단 동부지역본부-한국남동발전, 지역 아동 위한 생태복지 지원 나서",경남도민신문,2026-08-10,https://news.google.com/rss/articles/CBMiaEFVX3lxTE5rLThSdnBRNWt4bDRvRlNzY3VqLThFV2xJYnF0dWl1WkFlY0hkenpjMmsyVUY4dC1JM1A3NndzTXlCeVlUcWpuS0hBd1oydkhNdzRYdEYtb1NEc0JOazVnNTlGNzRjdExZ?oc=5,국립공원공단
(전체·공통),,자원보전,"국립공원공단 동부지역본부, 한국남동발전과 지역 아동 위한 생태복지 지원",gukjenews.com,2026-08-10,https://news.google.com/rss/articles/CBMibkFVX3lxTE1SckxHUEtHSlhzT2p4Y0U1SkRFNkVadFJJbHVQRnZZMjAyaExUdEJvRXd2VTRhcmVuY1VFQVNMN1ZkNUFlNEVCNjBMNndpNXNsQm5jWGNzZ3ZfZXg3OXNtYTNSS3ZXSlRhS3lmMkZR?oc=5,국립공원공단
(전체·공통),,재난안전,인도네시아 활화산 국립공원서 550헥타르 불태운 산불 진화,뉴스1,2026-08-10,https://news.google.com/rss/articles/CBMiXkFVX3lxTE53el9PbDF4bFhkZEtKSWdkcXdrOWJPYUdyMnVjakFKQmM1UW5LcnNEd0JrbFJTMURpMUFwWGdnMzlOejhEUmp0VnFPYzFMUjIwZFVKQUJfUjdFMElfOFHSAWNBVV95cUxPRFFJdlZ5amZDRE1ueWhKMHplOENmOFA2NlR4Rlp6UURTNFBYNXhVTmdzZ3pNMVdXZWpZUWFVUDgwV19tbkFmNjhIbEVlSFhSZTd3TzNuVTFteW4xSnh2TDE3NVU?oc=5,국립공원 산불
(전체·공통),,재난안전,"인도네시아, 산불 확산으로 국립공원 폐쇄 조치.",Vietnam.vn,2026-08-10,https://news.google.com/rss/articles/CBMihwFBVV95cUxNNFdwdnQ3LXA5ZzlJSF9XSlVjT0g4UC1tdFdwTEh4cFhGUl9UaUF2SFkwVU5KTnp5SGw5dlVuMjZxTDF0dWY2c1VkcE9DLXhiWE5VRVNuQndDREQ5TkZqME9vTy01d2VZenNleTJ0ODVWbENwT2pBVTk0TE1BOFRtWThnVVhHSk0?oc=5,국립공원 산불
(전체·공통),,재난안전,인도네시아는 브로모 국립공원의 산불을 진압하기 위해 노력하고 있습니다.,Vietnam.vn,2026-08-10,https://news.google.com/rss/articles/CBMijgFBVV95cUxQX2pHZWFEWWpHSG5xdHFvTUxkRHEwSGwzTHo0Ql9HUjBfdVMwNGFZQUF4LXo0TkhKc0UzWFNTcHNxUndxcTRZTzRmeHVvaWVuQktmVGo2VzE0dDJVeGpkaFFEMldfUDB0bTlGenp0TGc3X0lEUnZXbFc3VmVKZUtEV2R3VXZlMnFEMnZySXB3?oc=5,국립공원 산불
